,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties
12617,False,1.0,1.0,1.0,1.0,166.833,4,24,2,$9100.00,1,3
12618,False,1.0,1.0,1.0,1.0,158.5,2,5,1,$4000.00,0,1
12619,False,4.0,4.0,3.0,3.0,34.0,0,0,0,$0.00,0,0
12620,False,2.0,2.0,3.0,2.0,92.0,0,4,0,$0.00,0,0
12621,False,1.0,1.0,2.0,1.0,190.333,0,4,0,$0.00,0,0
12622,False,4.0,3.0,2.0,3.0,32.0,0,0,1,$1560.00,0,1
12623,False,2.0,1.0,4.0,4.0,89.333,0,11,0,$0.00,0,0
12624,False,4.0,5.0,3.0,4.0,16.0,2,0,1,$2000.00,0,1
12625,False,3.0,4.0,2.0,2.0,44.0,0,0,0,$0.00,0,0
12626,False,3.0,3.0,,,56.667,1,0,0,$0.00,0,0
12627,False,2.0,2.0,2.0,2.0,74.0,0,0,0,$0.00,0,0
12628,False,4.0,4.0,3.0,4.0,28.667,0,0,0,$0.00,0,0
12629,False,4.0,4.0,2.0,1.0,40.0,0,2,0,$0.00,0,0
12630,False,4.0,4.0,3.0,2.0,44.0,0,0,0,$0.00,0,0
12631,False,2.0,2.0,3.0,4.0,117.333,2,19,3,$3804.00,2,5
12632,False,2.0,3.0,1.0,1.0,57.333,0,0,0,$0.00,0,0
12633,False,3.0,3.0,3.0,2.0,62.667,3,11,0,$0.00,1,1
12634,False,3.0,4.0,1.0,1.0,31.333,1,1,0,$0.00,0,0
12635,False,5.0,5.0,3.0,1.0,13.333,0,1,0,$0.00,0,0
12636,False,2.0,2.0,2.0,2.0,110.0,0,2,3,$6335.00,0,3
12637,False,3.0,2.0,4.0,4.0,79.333,0,1,0,$0.00,0,0
12638,False,5.0,4.0,5.0,5.0,22.667,0,0,0,$0.00,0,0
12639,False,1.0,2.0,1.0,1.0,102.667,0,1,0,$0.00,0,0
12640,False,3.0,4.0,2.0,4.0,21.333,0,2,0,$0.00,0,0
12641,False,3.0,2.0,4.0,4.0,121.167,2,1,0,$0.00,0,0
12642,False,3.0,2.0,4.0,4.0,82.5,1,2,0,$0.00,0,0
12643,False,3.0,4.0,4.0,4.0,33.333,1,1,0,$0.00,0,0
12644,False,3.0,2.0,5.0,5.0,71.333,0,0,0,$0.00,0,0
12645,False,4.0,4.0,4.0,4.0,26.0,0,0,0,$0.00,0,0
12646,False,3.0,4.0,2.0,1.0,28.0,0,2,0,$0.00,0,0
12647,False,3.0,2.0,3.0,2.0,101.333,0,0,0,$0.00,0,0
12648,False,1.0,1.0,1.0,1.0,154.0,1,3,5,$4355.00,0,5
12649,False,4.0,4.0,2.0,2.0,36.0,0,0,0,$0.00,0,0
12650,False,3.0,3.0,2.0,2.0,53.333,0,1,0,$0.00,0,0
12651,False,1.0,3.0,1.0,1.0,52.0,0,2,0,$0.00,0,0
12652,False,1.0,1.0,3.0,2.0,467.833,0,3,0,$0.00,0,0
12653,False,2.0,2.0,3.0,3.0,137.5,1,3,1,$8500.00,1,2
12654,False,3.0,3.0,2.0,1.0,53.333,2,0,1,$25500.00,0,1
12655,False,3.0,2.0,5.0,5.0,103.833,0,2,0,$0.00,0,0
12656,False,1.0,1.0,3.0,2.0,292.167,1,8,1,$1300.00,0,1
12657,False,3.0,3.0,2.0,1.0,58.667,0,0,0,$0.00,0,0
12658,False,4.0,5.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
12659,False,5.0,5.0,4.0,3.0,13.333,0,0,0,$0.00,0,0
12660,False,1.0,1.0,3.0,2.0,174.333,3,9,1,$3572.00,1,2
12661,False,3.0,3.0,3.0,4.0,72.667,0,0,0,$0.00,0,0
12662,False,4.0,4.0,2.0,2.0,17.333,0,2,0,$0.00,0,0
12663,False,1.0,2.0,1.0,1.0,132.667,1,3,2,$2000.00,0,2
12664,False,2.0,2.0,3.0,3.0,77.333,0,0,0,$0.00,0,0
12665,False,3.0,4.0,1.0,2.0,40.0,0,1,0,$0.00,0,0
12666,False,5.0,5.0,2.0,2.0,13.333,0,0,0,$0.00,0,0
12667,False,1.0,2.0,1.0,1.0,129.0,5,4,1,$166725.00,0,1
12668,False,4.0,3.0,2.0,4.0,33.333,0,0,0,$0.00,0,0
12669,False,,,,,,0,0,0,$0.00,0,0
12670,False,1.0,3.0,1.0,1.0,49.333,1,2,1,$36660.00,0,1
12671,False,4.0,3.0,4.0,4.0,70.667,0,2,0,$0.00,1,1
12672,False,5.0,5.0,3.0,3.0,5.333,1,0,1,$1300.00,0,1
12673,False,3.0,3.0,2.0,2.0,77.333,4,1,2,$43550.00,0,2
12674,False,5.0,3.0,4.0,3.0,62.667,2,0,0,$0.00,0,0
12675,False,5.0,4.0,,,30.0,0,0,0,$0.00,0,0
12676,False,1.0,1.0,3.0,5.0,101.333,0,17,0,$0.00,0,0
12677,False,5.0,5.0,4.0,4.0,2.667,0,0,0,$0.00,0,0
12678,False,4.0,5.0,5.0,5.0,7.333,0,0,0,$0.00,0,0
12679,False,1.0,1.0,2.0,4.0,157.833,0,18,1,$20429.00,0,1
12680,False,2.0,3.0,1.0,1.0,72.167,1,5,1,$141960.00,1,2
12681,False,1.0,2.0,,,93.333,0,0,0,$0.00,0,0
12682,False,4.0,3.0,4.0,5.0,36.833,0,0,0,$0.00,0,0
12683,False,2.0,3.0,3.0,2.0,60.667,2,0,0,$0.00,0,0
12684,False,3.0,4.0,2.0,1.0,37.333,0,4,1,$6500.00,0,1
12685,False,5.0,5.0,3.0,1.0,16.0,2,0,1,$98.00,0,1
12686,False,4.0,3.0,3.0,4.0,35.333,0,0,0,$0.00,0,0
12687,False,5.0,4.0,3.0,3.0,38.0,0,0,0,$0.00,0,0
12688,False,4.0,4.0,4.0,5.0,13.333,1,0,0,$0.00,1,1
12689,False,5.0,3.0,5.0,5.0,30.667,0,5,1,$2300.00,0,1
12690,False,5.0,5.0,5.0,5.0,8.667,0,0,0,$0.00,0,0
12691,False,5.0,4.0,3.0,5.0,12.0,0,2,0,$0.00,0,0
12692,False,4.0,3.0,4.0,4.0,25.333,3,3,0,$0.00,0,0
12693,False,1.0,1.0,3.0,3.0,125.0,2,28,1,$1300.00,1,2
12694,False,2.0,2.0,5.0,5.0,51.0,0,2,0,$0.00,0,0
12695,False,4.0,3.0,4.0,4.0,36.667,0,10,0,$0.00,0,0
12696,False,5.0,4.0,4.0,4.0,28.667,0,1,0,$0.00,0,0
12697,False,2.0,1.0,4.0,4.0,90.667,0,9,0,$0.00,0,0
12698,False,4.0,4.0,4.0,4.0,16.667,2,0,0,$0.00,0,0
12699,False,4.0,4.0,2.0,2.0,18.667,0,2,0,$0.00,0,0
12700,False,5.0,5.0,4.0,5.0,5.333,10,0,0,$0.00,0,0
12701,False,5.0,3.0,4.0,5.0,41.333,0,1,0,$0.00,0,0
12702,False,5.0,4.0,5.0,5.0,24.667,0,1,0,$0.00,0,0
12703,False,3.0,4.0,3.0,4.0,11.333,0,0,0,$0.00,0,0
12704,False,3.0,3.0,3.0,4.0,24.0,1,0,0,$0.00,0,0
12705,False,3.0,4.0,1.0,2.0,16.667,0,4,0,$0.00,0,0
12706,False,3.0,2.0,3.0,3.0,53.333,0,0,0,$0.00,0,0
12707,False,4.0,4.0,5.0,5.0,16.667,6,0,0,$0.00,0,0
12708,False,2.0,2.0,4.0,5.0,46.667,0,3,1,$3500.00,0,1
12709,False,2.0,2.0,3.0,3.0,42.0,3,8,0,$0.00,0,0
12710,False,5.0,4.0,5.0,5.0,28.0,0,4,0,$0.00,0,0
12711,False,2.0,2.0,3.0,3.0,74.0,0,5,0,$0.00,0,0
12712,False,2.0,1.0,4.0,5.0,165.833,0,14,0,$0.00,0,0
12713,False,2.0,2.0,3.0,4.0,60.5,0,7,1,$89960.00,0,1
12714,False,5.0,5.0,5.0,5.0,10.0,0,1,0,$0.00,0,0
12715,False,3.0,3.0,1.0,1.0,47.333,0,7,0,$0.00,0,0
12716,False,2.0,2.0,3.0,4.0,57.6,0,0,0,$0.00,0,0
12717,False,5.0,5.0,5.0,5.0,8.0,0,0,0,$0.00,0,0
12718,False,4.0,4.0,4.0,5.0,9.333,1,0,0,$0.00,0,0
12719,False,4.0,4.0,2.0,2.0,22.0,0,0,0,$0.00,0,0
12720,False,5.0,4.0,5.0,5.0,14.0,0,0,0,$0.00,0,0
12721,False,4.0,4.0,3.0,2.0,26.0,0,0,0,$0.00,0,0
12722,False,2.0,1.0,4.0,4.0,103.333,0,21,1,$73320.00,0,1
12723,False,4.0,3.0,5.0,5.0,40.667,0,0,0,$0.00,0,0
12724,False,1.0,2.0,3.0,2.0,70.667,0,9,0,$0.00,0,0
12725,False,5.0,5.0,2.0,4.0,3.333,0,0,0,$0.00,0,0
12726,False,1.0,1.0,2.0,3.0,86.667,0,21,0,$0.00,0,0
12727,False,3.0,2.0,5.0,5.0,66.667,0,3,0,$0.00,0,0
12728,False,5.0,4.0,5.0,5.0,10.0,0,0,0,$0.00,0,0
12729,False,3.0,2.0,3.0,3.0,71.667,0,11,0,$0.00,0,0
12730,False,4.0,3.0,4.0,5.0,34.667,0,1,0,$0.00,0,0
12731,False,3.0,2.0,4.0,4.0,55.833,14,0,0,$0.00,0,0
12732,False,4.0,4.0,4.0,5.0,24.667,0,0,0,$0.00,0,0
12733,False,5.0,5.0,5.0,5.0,2.0,0,0,0,$0.00,0,0
12734,False,5.0,4.0,5.0,5.0,21.333,0,0,0,$0.00,0,0
12735,False,2.0,1.0,4.0,4.0,103.333,0,15,1,$53723.00,0,1
12736,False,5.0,4.0,5.0,5.0,11.333,12,5,1,$19435.00,0,1
12737,False,5.0,4.0,5.0,5.0,14.0,0,1,0,$0.00,0,0
12738,False,5.0,5.0,5.0,5.0,4.667,0,0,0,$0.00,0,0
12739,False,4.0,2.0,5.0,5.0,77.333,0,3,0,$0.00,0,0
12740,False,5.0,3.0,4.0,5.0,42.0,0,6,0,$0.00,0,0
12741,False,2.0,1.0,4.0,4.0,62.0,4,9,0,$0.00,0,0
12742,False,3.0,3.0,3.0,3.0,50.667,0,3,0,$0.00,0,0
12743,False,5.0,4.0,5.0,5.0,22.667,0,4,0,$0.00,0,0
12744,False,5.0,5.0,,,1.333,0,0,0,$0.00,0,0
12745,False,1.0,1.0,3.0,3.0,72.5,10,10,4,$88596.00,1,5
12746,False,4.0,3.0,3.0,4.0,33.333,2,0,0,$0.00,0,0
12747,False,3.0,3.0,,,34.0,0,2,0,$0.00,0,0
12748,False,5.0,3.0,4.0,5.0,41.333,0,1,0,$0.00,0,0
12749,False,4.0,4.0,4.0,4.0,30.667,0,0,0,$0.00,0,0
12750,False,5.0,5.0,5.0,5.0,4.667,0,0,0,$0.00,0,0
12751,False,5.0,4.0,5.0,5.0,16.0,6,0,0,$0.00,1,1
12752,False,1.0,1.0,2.0,3.0,122.5,22,18,1,$83233.00,0,1
12753,False,5.0,3.0,4.0,4.0,41.333,0,2,0,$0.00,0,0
12754,False,4.0,4.0,5.0,5.0,28.667,0,0,0,$0.00,0,0
12755,False,3.0,2.0,5.0,5.0,76.667,0,0,1,$61913.00,0,1
12756,False,4.0,3.0,4.0,5.0,32.667,4,0,0,$0.00,0,0
12757,False,1.0,1.0,3.0,2.0,119.0,0,3,0,$0.00,0,0
12758,False,5.0,5.0,4.0,4.0,6.0,0,0,0,$0.00,0,0
12759,False,2.0,1.0,4.0,5.0,132.5,15,8,1,$162663.00,0,1
12760,False,2.0,2.0,1.0,1.0,73.667,0,2,0,$0.00,0,0
12761,False,1.0,2.0,3.0,3.0,65.333,0,25,0,$0.00,0,0
12762,False,1.0,1.0,2.0,1.0,117.333,0,8,0,$0.00,1,1
12763,False,4.0,2.0,5.0,5.0,68.5,0,9,1,$4680.00,0,1
12764,False,5.0,5.0,4.0,5.0,4.0,0,0,0,$0.00,0,0
12765,False,5.0,4.0,3.0,4.0,20.0,3,0,0,$0.00,0,0
12766,False,4.0,2.0,4.0,3.0,44.0,7,5,0,$0.00,0,0
12767,False,2.0,2.0,3.0,2.0,52.333,0,4,0,$0.00,0,0
12768,False,5.0,4.0,5.0,5.0,28.667,0,0,0,$0.00,0,0
12769,False,5.0,4.0,3.0,3.0,27.333,0,0,0,$0.00,0,0
12770,False,5.0,5.0,4.0,4.0,1.333,1,0,0,$0.00,0,0
12771,False,3.0,3.0,4.0,4.0,33.333,0,0,0,$0.00,0,0
12772,False,3.0,3.0,3.0,5.0,44.667,0,1,1,$1495.00,1,2
12773,False,3.0,3.0,3.0,3.0,44.667,0,15,0,$0.00,0,0
12774,False,5.0,4.0,4.0,5.0,18.667,0,6,0,$0.00,0,0
12775,False,4.0,2.0,4.0,5.0,56.667,0,7,0,$0.00,0,0
12776,False,4.0,4.0,3.0,4.0,26.667,0,1,0,$0.00,0,0
12777,False,2.0,2.0,3.0,3.0,72.0,0,22,0,$0.00,0,0
12778,False,4.0,2.0,4.0,5.0,49.333,1,12,0,$0.00,0,0
12779,False,1.0,1.0,3.0,4.0,84.0,20,10,0,$0.00,0,0
12780,False,5.0,3.0,5.0,5.0,21.333,1,2,0,$0.00,0,0
12781,False,1.0,2.0,1.0,2.0,59.333,0,10,1,$76050.00,0,1
12782,False,1.0,1.0,1.0,1.0,341.0,0,23,0,$0.00,0,0
12783,False,3.0,3.0,4.0,4.0,43.333,0,1,0,$0.00,0,0
12784,False,5.0,5.0,5.0,5.0,6.667,0,0,0,$0.00,0,0
12785,False,4.0,3.0,4.0,4.0,47.333,0,17,0,$0.00,0,0
12786,False,5.0,4.0,4.0,4.0,10.0,0,2,0,$0.00,0,0
12787,False,3.0,2.0,4.0,4.0,56.333,2,3,0,$0.00,0,0
12788,False,5.0,5.0,5.0,5.0,10.0,0,0,0,$0.00,0,0
12789,False,3.0,3.0,3.0,4.0,32.333,2,0,0,$0.00,0,0
12790,False,2.0,1.0,4.0,5.0,89.333,5,6,1,$34645.00,1,2
12791,False,4.0,3.0,5.0,5.0,32.667,0,0,0,$0.00,1,1
12792,False,2.0,2.0,4.0,5.0,72.667,0,1,0,$0.00,0,0
12793,False,5.0,3.0,4.0,4.0,30.667,2,1,2,$10108.00,0,2
12794,False,2.0,1.0,4.0,3.0,124.0,0,14,0,$0.00,0,0
12795,False,2.0,2.0,3.0,3.0,34.0,0,8,1,$1300.00,0,1
12796,False,1.0,1.0,3.0,3.0,131.333,0,16,1,$3250.00,0,1
12797,False,4.0,4.0,4.0,5.0,10.0,0,0,0,$0.00,0,0
12798,False,4.0,4.0,4.0,5.0,30.0,0,0,0,$0.00,0,0
12799,False,2.0,2.0,2.0,3.0,56.667,0,4,1,$2385.00,0,1
12800,False,3.0,3.0,5.0,5.0,34.667,0,0,0,$0.00,0,0
12801,False,4.0,2.0,4.0,4.0,42.667,0,4,1,$5688.00,0,1
12802,False,1.0,1.0,1.0,2.0,99.2,0,3,0,$0.00,0,0
12803,False,3.0,3.0,3.0,3.0,34.667,0,0,0,$0.00,0,0
12804,False,4.0,3.0,2.0,3.0,46.667,0,0,0,$0.00,0,0
12805,False,5.0,4.0,5.0,5.0,22.667,0,3,0,$0.00,0,0
12806,False,3.0,4.0,3.0,4.0,24.667,0,0,0,$0.00,0,0
12807,False,5.0,4.0,5.0,5.0,29.333,0,0,0,$0.00,0,0
12808,False,4.0,4.0,3.0,3.0,28.667,0,2,0,$0.00,0,0
12809,False,3.0,2.0,4.0,4.0,59.333,0,19,0,$0.00,0,0
12810,False,3.0,4.0,2.0,4.0,18.667,0,0,0,$0.00,0,0
12811,False,3.0,4.0,3.0,4.0,18.0,0,0,0,$0.00,0,0
12812,False,2.0,1.0,4.0,4.0,86.0,0,2,0,$0.00,0,0
12813,False,5.0,5.0,,,11.333,0,0,0,$0.00,0,0
12814,False,5.0,5.0,4.0,4.0,11.333,0,2,0,$0.00,0,0
12815,False,2.0,2.0,3.0,3.0,75.333,0,3,0,$0.00,0,0
12816,False,2.0,3.0,1.0,2.0,46.0,0,12,0,$0.00,0,0
12817,False,5.0,5.0,2.0,2.0,12.667,0,1,0,$0.00,0,0
12818,False,3.0,2.0,4.0,4.0,74.0,0,2,0,$0.00,0,0
12819,False,2.0,2.0,2.0,3.0,61.333,0,9,0,$0.00,0,0
12820,False,5.0,5.0,4.0,4.0,11.333,0,0,0,$0.00,0,0
12821,False,1.0,1.0,1.0,2.0,139.0,0,19,0,$0.00,0,0
12822,False,1.0,1.0,2.0,4.0,91.333,0,9,0,$0.00,0,0
12823,False,3.0,3.0,2.0,3.0,40.0,0,2,0,$0.00,0,0
12824,False,4.0,4.0,2.0,1.0,19.333,0,0,0,$0.00,0,0
12825,False,5.0,4.0,5.0,5.0,31.333,0,2,0,$0.00,0,0
12826,False,1.0,2.0,2.0,3.0,66.667,0,5,0,$0.00,0,0
12827,False,1.0,2.0,2.0,2.0,79.0,0,3,0,$0.00,0,0
12828,False,5.0,5.0,,,13.333,0,0,0,$0.00,0,0
12829,False,5.0,5.0,5.0,5.0,12.667,0,4,0,$0.00,0,0
12830,False,4.0,2.0,4.0,5.0,61.333,0,12,0,$0.00,0,0
12831,False,4.0,4.0,3.0,3.0,21.333,0,4,0,$0.00,0,0
12832,False,4.0,5.0,,,4.667,0,0,0,$0.00,0,0
12833,False,1.0,1.0,1.0,2.0,123.333,0,2,0,$0.00,0,0
12834,False,1.0,3.0,1.0,2.0,32.667,0,3,0,$0.00,0,0
12835,False,3.0,3.0,2.0,2.0,40.667,0,4,0,$0.00,0,0
12836,False,2.0,1.0,1.0,1.0,150.333,0,9,0,$0.00,1,1
12837,False,1.0,2.0,1.0,2.0,56.0,0,5,0,$0.00,0,0
12838,False,2.0,1.0,2.0,3.0,105.333,0,7,0,$0.00,0,0
12839,False,1.0,2.0,1.0,1.0,77.5,0,4,1,$26163.00,1,2
12840,False,2.0,3.0,1.0,2.0,52.0,0,5,0,$0.00,0,0
12841,False,5.0,5.0,3.0,3.0,14.0,0,0,0,$0.00,0,0
12842,False,1.0,1.0,3.0,2.0,111.667,0,7,1,$90518.00,1,2
12843,False,4.0,4.0,3.0,3.0,24.0,0,9,0,$0.00,0,0
12844,False,4.0,4.0,4.0,5.0,24.0,0,3,0,$0.00,0,0
12845,False,3.0,3.0,3.0,3.0,50.667,0,6,0,$0.00,0,0
12846,False,5.0,5.0,4.0,4.0,15.333,0,2,0,$0.00,0,0
12847,False,4.0,3.0,3.0,3.0,46.0,0,6,0,$0.00,0,0
12848,False,5.0,4.0,4.0,3.0,30.0,0,0,0,$0.00,0,0
12849,False,1.0,2.0,1.0,2.0,66.667,0,2,0,$0.00,0,0
12850,False,1.0,1.0,2.0,4.0,201.667,0,6,1,$88303.00,1,2
12851,False,2.0,2.0,3.0,2.0,61.333,0,9,1,$1300.00,0,1
12852,False,1.0,1.0,2.0,4.0,240.0,0,30,2,$156098.00,2,4
12853,False,1.0,1.0,2.0,2.0,102.667,0,16,0,$0.00,0,0
12854,False,3.0,4.0,3.0,4.0,24.0,0,0,0,$0.00,0,0
12855,False,4.0,3.0,3.0,3.0,34.667,0,0,0,$0.00,0,0
12856,False,5.0,3.0,5.0,5.0,42.0,0,5,0,$0.00,0,0
12857,False,1.0,1.0,2.0,3.0,251.667,0,3,1,$603027.00,0,1
12858,False,5.0,5.0,4.0,4.0,13.333,0,1,0,$0.00,0,0
12859,False,5.0,4.0,,,20.0,0,0,0,$0.00,0,0
12860,False,4.0,4.0,2.0,3.0,30.667,0,0,0,$0.00,0,0
12861,False,1.0,1.0,1.0,1.0,88.0,0,7,0,$0.00,0,0
12862,False,5.0,3.0,4.0,4.0,40.0,0,2,0,$0.00,0,0
12863,False,1.0,1.0,3.0,5.0,83.333,0,10,0,$0.00,0,0
12864,False,1.0,1.0,3.0,3.0,98.333,0,0,0,$0.00,0,0
12865,False,3.0,2.0,4.0,4.0,72.667,0,9,0,$0.00,0,0
12866,False,3.0,2.0,3.0,3.0,64.0,0,3,0,$0.00,0,0
12867,False,3.0,3.0,3.0,3.0,39.333,0,4,0,$0.00,0,0
12868,False,2.0,1.0,3.0,3.0,187.333,0,17,1,$71663.00,0,1
12869,False,1.0,1.0,3.0,2.0,108.333,0,2,0,$0.00,0,0
12870,False,3.0,4.0,1.0,1.0,29.333,0,0,0,$0.00,0,0
12871,False,3.0,4.0,3.0,3.0,28.667,0,0,0,$0.00,0,0
12872,False,4.0,2.0,4.0,4.0,79.0,0,14,0,$0.00,0,0
12873,False,1.0,1.0,3.0,2.0,147.0,0,12,0,$0.00,0,0
12874,False,1.0,1.0,1.0,1.0,102.833,0,0,1,$4713.00,0,1
12875,False,3.0,2.0,4.0,3.0,77.333,0,3,0,$0.00,0,0
12876,False,5.0,5.0,2.0,2.0,2.0,0,3,0,$0.00,0,0
12877,False,1.0,1.0,3.0,2.0,286.0,0,3,1,$117358.00,1,2
12878,False,4.0,3.0,2.0,2.0,36.0,0,2,0,$0.00,0,0
12879,False,2.0,1.0,5.0,5.0,106.833,0,0,1,$5200.00,0,1
12880,False,5.0,4.0,3.0,2.0,27.333,0,1,0,$0.00,0,0
12881,False,2.0,3.0,1.0,2.0,47.333,0,3,0,$0.00,0,0
12882,False,1.0,1.0,1.0,1.0,131.0,0,9,1,$54925.00,1,2
12883,False,1.0,2.0,1.0,1.0,58.667,0,10,0,$0.00,0,0
12884,False,1.0,1.0,3.0,3.0,202.5,0,48,2,$96851.00,0,2
12885,False,1.0,1.0,3.0,3.0,111.333,0,11,0,$0.00,0,0
12886,False,3.0,3.0,,,45.333,0,4,1,$2600.00,0,1
12887,False,4.0,3.0,4.0,3.0,47.333,0,4,0,$0.00,0,0
12888,False,3.0,2.0,4.0,4.0,76.667,0,15,2,$165588.00,0,2
12889,False,2.0,2.0,2.0,2.0,56.0,0,15,0,$0.00,0,0
12890,False,4.0,4.0,2.0,3.0,26.0,0,0,0,$0.00,0,0
12891,False,3.0,5.0,1.0,2.0,14.0,0,0,0,$0.00,0,0
12892,False,5.0,4.0,5.0,5.0,22.667,0,0,0,$0.00,0,0
12893,False,2.0,1.0,4.0,4.0,172.333,0,5,1,$17875.00,0,1
12894,False,3.0,3.0,2.0,2.0,51.0,0,5,0,$0.00,0,0
12895,False,5.0,4.0,4.0,4.0,31.333,0,0,0,$0.00,0,0
12896,False,1.0,1.0,2.0,3.0,102.0,0,15,1,$122850.00,1,2
12897,False,1.0,1.0,2.0,2.0,158.0,0,9,0,$0.00,0,0
12898,False,2.0,2.0,3.0,3.0,59.333,0,1,0,$0.00,0,0
12899,False,5.0,5.0,2.0,3.0,11.333,0,0,0,$0.00,0,0
12900,False,1.0,2.0,3.0,3.0,73.0,0,12,0,$0.00,0,0
12901,False,3.0,2.0,3.0,4.0,70.0,0,14,0,$0.00,0,0
12902,False,2.0,3.0,2.0,3.0,52.0,0,1,0,$0.00,0,0
12903,False,2.0,2.0,1.0,2.0,56.0,0,5,0,$0.00,0,0
12904,False,1.0,1.0,3.0,3.0,84.0,0,7,0,$0.00,0,0
12905,False,4.0,3.0,4.0,4.0,37.333,0,8,0,$0.00,0,0
12906,False,1.0,1.0,3.0,3.0,90.667,0,7,1,$80633.00,0,1
12907,False,1.0,1.0,3.0,3.0,120.667,0,16,0,$0.00,0,0
12908,False,4.0,3.0,4.0,3.0,39.333,0,4,0,$0.00,0,0
12909,False,2.0,2.0,3.0,3.0,70.667,0,5,0,$0.00,0,0
12910,False,2.0,2.0,2.0,2.0,59.333,0,2,0,$0.00,0,0
12911,False,4.0,4.0,3.0,3.0,27.333,0,1,0,$0.00,0,0
12912,False,3.0,2.0,3.0,3.0,55.333,0,5,0,$0.00,0,0
12913,False,5.0,4.0,5.0,5.0,24.667,0,0,0,$0.00,0,0
12914,False,1.0,1.0,3.0,3.0,86.667,0,14,1,$91260.00,0,1
12915,False,2.0,4.0,1.0,2.0,22.0,0,3,0,$0.00,0,0
12916,False,5.0,5.0,4.0,4.0,15.333,0,0,0,$0.00,0,0
12917,False,2.0,1.0,4.0,4.0,106.333,0,5,1,$1300.00,0,1
12918,False,3.0,4.0,1.0,2.0,26.667,0,0,0,$0.00,0,0
12919,False,2.0,1.0,1.0,1.0,98.0,0,20,0,$0.00,0,0
12920,False,2.0,1.0,4.0,4.0,108.0,0,16,1,$122850.00,0,1
12921,False,1.0,1.0,3.0,3.0,100.667,0,6,0,$0.00,0,0
12922,False,5.0,4.0,5.0,5.0,22.0,0,1,0,$0.00,0,0
12923,False,5.0,5.0,3.0,2.0,14.0,0,2,0,$0.00,0,0
12924,False,4.0,4.0,3.0,3.0,17.333,0,0,1,$15990.00,0,1
12925,False,5.0,5.0,3.0,4.0,14.667,0,0,0,$0.00,0,0
12926,False,2.0,1.0,5.0,5.0,89.333,0,11,1,$31688.00,0,1
12927,False,1.0,2.0,3.0,3.0,51.333,0,11,0,$0.00,0,0
12928,False,1.0,1.0,1.0,2.0,121.0,0,16,1,$55803.00,0,1
12929,False,3.0,3.0,3.0,4.0,39.333,0,0,0,$0.00,0,0
12930,False,2.0,2.0,3.0,3.0,74.667,0,5,0,$0.00,0,0
12931,False,4.0,5.0,1.0,1.0,12.667,0,0,0,$0.00,0,0
12932,False,5.0,4.0,2.0,2.0,23.333,0,5,0,$0.00,0,0
12933,False,4.0,3.0,5.0,5.0,59.333,3,2,0,$0.00,0,0
12934,False,2.0,3.0,3.0,2.0,49.333,0,0,0,$0.00,0,0
12935,False,1.0,3.0,1.0,2.0,39.333,0,1,0,$0.00,0,0
12936,False,2.0,2.0,3.0,3.0,65.333,0,10,0,$0.00,0,0
12937,False,3.0,4.0,1.0,2.0,24.667,0,0,0,$0.00,0,0
12938,False,5.0,3.0,4.0,4.0,44.0,0,5,0,$0.00,0,0
12939,False,2.0,2.0,3.0,3.0,54.0,0,6,0,$0.00,0,0
12940,False,1.0,1.0,2.0,2.0,132.333,0,8,1,$18168.00,0,1
12941,False,4.0,4.0,2.0,2.0,27.333,0,2,0,$0.00,0,0
12942,False,1.0,2.0,1.0,1.0,55.667,0,9,0,$0.00,0,0
12943,False,4.0,4.0,4.0,5.0,17.333,0,0,0,$0.00,0,0
12944,False,4.0,3.0,4.0,4.0,48.333,0,1,0,$0.00,0,0
12945,False,4.0,4.0,2.0,2.0,29.333,0,0,0,$0.00,0,0
12946,False,1.0,2.0,2.0,3.0,68.667,0,9,0,$0.00,0,0
12947,False,5.0,4.0,4.0,4.0,28.667,4,2,0,$0.00,0,0
12948,False,4.0,3.0,4.0,4.0,40.333,0,2,0,$0.00,0,0
12949,False,3.0,3.0,3.0,3.0,48.0,0,0,0,$0.00,0,0
12950,False,1.0,1.0,1.0,1.0,93.333,0,1,0,$0.00,0,0
12951,False,3.0,3.0,2.0,2.0,49.333,0,4,0,$0.00,0,0
12952,False,3.0,3.0,3.0,3.0,33.333,0,2,0,$0.00,0,0
12953,False,4.0,3.0,5.0,5.0,33.333,0,1,0,$0.00,0,0
12954,False,4.0,4.0,3.0,3.0,15.333,0,0,0,$0.00,0,0
12955,False,3.0,2.0,5.0,5.0,52.0,0,2,0,$0.00,0,0
12956,False,5.0,3.0,4.0,4.0,38.667,0,0,0,$0.00,0,0
12957,False,2.0,2.0,2.0,2.0,61.333,0,10,0,$0.00,0,0
12958,False,4.0,3.0,5.0,5.0,43.333,0,0,0,$0.00,0,0
12959,False,5.0,4.0,4.0,3.0,18.667,0,0,0,$0.00,0,0
12960,False,1.0,1.0,3.0,5.0,145.833,11,7,0,$0.00,0,0
12961,False,1.0,1.0,3.0,4.0,113.667,8,6,0,$0.00,0,0
12962,False,1.0,3.0,1.0,2.0,46.0,0,7,0,$0.00,1,1
