,Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties
5382,False,4.0,3.0,4.0,5.0,29.333,0,0,0,$0.00,0,0
5383,False,3.0,4.0,4.0,4.0,20.667,1,0,1,$3900.00,0,1
5384,False,5.0,5.0,5.0,5.0,6.667,0,0,0,$0.00,0,0
5385,False,5.0,5.0,4.0,5.0,6.0,0,1,0,$0.00,0,0
5386,False,4.0,4.0,3.0,3.0,10.667,0,1,0,$0.00,0,0
5387,False,5.0,4.0,4.0,4.0,17.333,1,0,0,$0.00,0,0
5388,False,2.0,3.0,3.0,2.0,28.667,3,7,0,$0.00,0,0
5389,False,3.0,3.0,2.0,3.0,31.333,0,0,5,$4550.00,0,5
5390,False,1.0,1.0,2.0,2.0,255.333,3,7,0,$0.00,1,1
5391,False,1.0,1.0,2.0,2.0,163.167,1,1,1,$38025.00,1,2
5392,False,2.0,2.0,3.0,3.0,66.333,0,1,1,$72638.00,1,2
5393,False,3.0,4.0,4.0,4.0,23.333,0,0,0,$0.00,0,0
5394,False,1.0,1.0,3.0,3.0,116.0,2,0,1,$99060.00,0,1
5395,False,1.0,2.0,1.0,2.0,55.333,0,0,0,$0.00,0,0
5396,False,4.0,3.0,4.0,5.0,36.0,1,2,2,$24375.00,0,2
5397,False,4.0,4.0,5.0,5.0,22.0,1,2,0,$0.00,0,0
5398,False,1.0,2.0,2.0,3.0,42.0,0,5,0,$0.00,0,0
5399,False,3.0,4.0,4.0,4.0,20.667,0,3,1,$3933.00,0,1
5400,False,1.0,2.0,3.0,3.0,45.333,0,2,0,$0.00,0,0
5401,False,4.0,3.0,4.0,4.0,24.667,0,4,0,$0.00,0,0
5402,False,2.0,3.0,1.0,2.0,37.333,1,1,0,$0.00,0,0
5403,False,1.0,3.0,1.0,1.0,31.333,0,1,0,$0.00,0,0
5404,False,1.0,1.0,2.0,4.0,205.0,2,11,2,$602306.00,1,3
5405,False,5.0,5.0,4.0,4.0,3.333,0,0,0,$0.00,0,0
5406,False,4.0,4.0,4.0,3.0,17.333,0,0,1,$6565.00,0,1
5407,False,4.0,3.0,4.0,4.0,38.667,1,1,0,$0.00,0,0
5408,False,2.0,2.0,3.0,2.0,50.0,1,0,0,$0.00,0,0
5409,False,1.0,2.0,3.0,3.0,56.667,0,1,1,$61686.00,1,2
5410,False,4.0,3.0,5.0,5.0,30.667,0,0,0,$0.00,0,0
5411,False,2.0,2.0,2.0,4.0,63.667,0,3,1,$393250.00,1,2
5412,False,1.0,2.0,3.0,3.0,50.0,0,2,0,$0.00,0,0
5413,False,2.0,2.0,3.0,2.0,77.167,0,2,1,$43200.00,0,1
5414,False,1.0,1.0,1.0,2.0,277.0,2,5,2,$29870.00,1,3
5415,False,4.0,4.0,3.0,2.0,19.333,0,0,0,$0.00,0,0
5416,False,4.0,3.0,4.0,3.0,32.667,0,1,0,$0.00,0,0
5417,False,3.0,3.0,3.0,3.0,34.0,0,3,0,$0.00,0,0
5418,False,4.0,4.0,2.0,4.0,15.333,0,1,0,$0.00,0,0
5419,False,4.0,3.0,4.0,4.0,36.667,1,0,0,$0.00,0,0
5420,False,2.0,3.0,3.0,3.0,37.333,0,3,0,$0.00,0,0
5421,False,3.0,4.0,4.0,3.0,12.667,0,0,0,$0.00,0,0
5422,False,4.0,4.0,3.0,4.0,22.667,1,2,0,$0.00,0,0
5423,False,2.0,2.0,2.0,4.0,58.0,0,0,1,$301600.00,0,1
5424,True,2.0,1.0,5.0,5.0,176.0,0,1,0,$0.00,0,0
5425,False,4.0,3.0,5.0,5.0,31.333,0,2,0,$0.00,0,0
5426,False,1.0,1.0,3.0,3.0,398.667,2,1,1,$175371.00,1,2
5427,False,4.0,4.0,4.0,4.0,22.0,0,1,1,$1000.00,0,1
5428,False,3.0,3.0,3.0,3.0,38.0,0,1,0,$0.00,0,0
5429,True,3.0,3.0,,,38.667,0,0,0,$0.00,0,0
5430,False,4.0,3.0,4.0,4.0,31.333,0,1,0,$0.00,0,0
5431,False,4.0,4.0,3.0,3.0,11.333,0,1,0,$0.00,0,0
5432,False,4.0,5.0,3.0,5.0,8.0,0,0,0,$0.00,0,0
5433,False,2.0,2.0,3.0,3.0,55.333,0,0,0,$0.00,0,0
5434,False,1.0,2.0,3.0,2.0,106.667,1,4,1,$28958.00,0,1
5435,False,4.0,4.0,1.0,2.0,21.333,0,2,0,$0.00,0,0
5436,False,5.0,5.0,5.0,5.0,3.333,0,0,0,$0.00,0,0
5437,False,5.0,5.0,,,8.0,1,0,0,$0.00,0,0
5438,False,5.0,5.0,4.0,4.0,6.667,0,0,0,$0.00,0,0
5439,False,2.0,2.0,3.0,3.0,73.667,0,1,0,$0.00,0,0
5440,False,5.0,5.0,,,4.667,0,0,0,$0.00,0,0
5441,False,1.0,1.0,1.0,2.0,533.167,3,7,2,$267963.00,1,3
5442,False,2.0,2.0,2.0,3.0,54.0,1,2,0,$0.00,0,0
5443,False,1.0,1.0,3.0,2.0,137.667,0,2,1,$975.00,0,1
5444,False,5.0,4.0,5.0,5.0,18.0,0,0,0,$0.00,0,0
5445,False,2.0,1.0,4.0,4.0,362.0,2,3,2,$170853.00,0,2
5446,False,1.0,1.0,2.0,3.0,193.0,3,4,3,$184178.00,0,3
5447,False,2.0,1.0,4.0,4.0,127.667,1,0,2,$82218.00,0,2
5448,False,5.0,5.0,,,7.333,0,0,0,$0.00,0,0
5449,False,3.0,2.0,4.0,3.0,45.333,0,3,0,$0.00,0,0
5450,False,5.0,4.0,5.0,5.0,20.667,0,0,0,$0.00,0,0
5451,False,1.0,1.0,3.0,2.0,126.333,1,2,1,$65975.00,0,1
5452,False,2.0,2.0,4.0,5.0,42.667,0,0,0,$0.00,0,0
5453,False,4.0,3.0,4.0,4.0,28.0,0,2,0,$0.00,0,0
5454,False,4.0,5.0,5.0,5.0,4.0,0,0,0,$0.00,0,0
5455,False,4.0,4.0,5.0,5.0,20.0,0,0,0,$0.00,0,0
5456,False,1.0,1.0,5.0,5.0,272.667,2,3,1,$306833.00,1,2
5457,False,4.0,4.0,5.0,5.0,19.333,0,0,0,$0.00,0,0
5458,False,2.0,2.0,4.0,4.0,40.0,0,2,1,$9360.00,1,2
5459,False,3.0,2.0,4.0,4.0,70.667,1,9,0,$0.00,0,0
5460,False,4.0,4.0,4.0,5.0,13.333,0,0,0,$0.00,0,0
5461,False,1.0,2.0,1.0,1.0,83.833,1,4,1,$15698.00,0,1
5462,False,3.0,4.0,4.0,3.0,21.333,0,0,0,$0.00,0,0
5463,False,5.0,5.0,,,4.8,1,0,0,$0.00,0,0
5464,False,4.0,4.0,3.0,3.0,16.0,1,1,0,$0.00,0,0
5465,False,3.0,4.0,4.0,4.0,13.333,1,0,0,$0.00,0,0
5466,False,3.0,2.0,5.0,5.0,41.333,1,4,0,$0.00,0,0
5467,False,3.0,3.0,1.0,2.0,20.667,0,3,0,$0.00,0,0
5468,False,1.0,1.0,3.0,3.0,160.0,2,1,1,$197120.00,0,1
5469,False,4.0,4.0,4.0,4.0,12.667,0,0,0,$0.00,0,0
5470,False,3.0,3.0,3.0,3.0,30.0,0,3,0,$0.00,0,0
5471,False,5.0,5.0,2.0,3.0,6.667,0,0,0,$0.00,0,0
5472,False,2.0,3.0,2.0,2.0,30.0,0,3,0,$0.00,0,0
5473,False,1.0,1.0,3.0,3.0,97.333,0,12,0,$0.00,0,0
5474,False,4.0,4.0,2.0,3.0,12.667,3,1,0,$0.00,0,0
5475,False,1.0,1.0,3.0,3.0,81.667,0,4,1,$64610.00,0,1
5476,False,3.0,3.0,3.0,3.0,33.333,0,1,0,$0.00,0,0
5477,False,5.0,5.0,1.0,1.0,1.333,0,1,0,$0.00,0,0
5478,False,1.0,2.0,1.0,1.0,33.333,0,2,0,$0.00,0,0
5479,False,2.0,1.0,4.0,4.0,79.333,2,0,1,$2405.00,0,1
5480,False,2.0,3.0,2.0,2.0,31.333,0,7,1,$12513.00,0,1
5481,False,4.0,3.0,2.0,3.0,22.667,0,0,1,$207525.00,1,2
5482,False,4.0,4.0,2.0,2.0,10.667,0,1,0,$0.00,0,0
5483,False,1.0,1.0,1.0,1.0,160.5,0,13,0,$0.00,1,1
5484,False,5.0,5.0,5.0,5.0,2.4,0,0,0,$0.00,0,0
5485,False,,,,,,0,0,0,$0.00,0,0
5486,False,3.0,2.0,4.0,4.0,33.333,0,6,0,$0.00,0,0
5487,False,4.0,3.0,5.0,5.0,24.667,0,0,0,$0.00,0,0
5488,False,2.0,2.0,3.0,2.0,51.333,0,6,0,$0.00,0,0
5489,False,3.0,4.0,1.0,2.0,21.6,0,0,0,$0.00,0,0
5490,False,4.0,4.0,3.0,2.0,17.333,0,1,0,$0.00,0,0
5491,False,4.0,4.0,4.0,4.0,18.667,0,1,0,$0.00,0,0
5492,False,1.0,2.0,1.0,2.0,32.667,0,8,0,$0.00,0,0
5493,False,5.0,5.0,2.0,2.0,4.0,0,0,0,$0.00,0,0
5494,False,2.0,3.0,3.0,2.0,29.333,3,11,0,$0.00,0,0
5495,False,2.0,3.0,1.0,2.0,22.0,0,2,0,$0.00,0,0
5496,False,4.0,4.0,4.0,3.0,14.667,0,0,0,$0.00,0,0
5497,False,1.0,2.0,1.0,1.0,48.667,0,7,0,$0.00,0,0
5498,False,1.0,2.0,3.0,3.0,47.333,0,1,0,$0.00,0,0
5499,False,4.0,4.0,3.0,3.0,10.667,0,0,0,$0.00,0,0
5500,False,3.0,4.0,1.0,2.0,10.0,2,1,0,$0.00,0,0
5501,False,5.0,4.0,3.0,3.0,9.333,0,0,0,$0.00,0,0
5502,False,1.0,1.0,1.0,1.0,69.333,0,0,0,$0.00,0,0
5503,False,1.0,1.0,1.0,1.0,68.0,0,2,0,$0.00,0,0
5504,False,1.0,2.0,1.0,2.0,52.0,0,2,0,$0.00,0,0
5505,False,2.0,3.0,1.0,2.0,29.333,0,1,0,$0.00,0,0
5506,False,1.0,3.0,1.0,1.0,28.667,0,3,0,$0.00,0,0
5507,False,5.0,5.0,5.0,5.0,7.333,0,0,0,$0.00,0,0
5508,False,5.0,4.0,2.0,2.0,18.667,0,1,0,$0.00,0,0
5509,False,2.0,1.0,4.0,3.0,325.333,0,6,2,$230426.00,0,2
5510,False,1.0,1.0,1.0,1.0,66.667,0,11,1,$15431.00,0,1
5511,False,3.0,3.0,1.0,2.0,21.333,0,0,0,$0.00,0,0
5512,False,5.0,5.0,3.0,3.0,0.0,0,0,0,$0.00,0,0
5513,False,1.0,2.0,1.0,2.0,50.667,0,4,0,$0.00,0,0
5514,False,5.0,5.0,3.0,2.0,6.667,0,0,0,$0.00,0,0
5515,False,4.0,4.0,3.0,2.0,19.333,0,1,0,$0.00,0,0
5516,False,2.0,3.0,1.0,1.0,32.667,0,3,0,$0.00,0,0
5517,False,1.0,1.0,1.0,1.0,60.5,0,5,0,$0.00,0,0
5518,False,1.0,3.0,1.0,1.0,33.333,0,1,0,$0.00,0,0
5519,False,2.0,2.0,3.0,2.0,46.667,0,9,0,$0.00,0,0
5520,False,1.0,1.0,3.0,2.0,62.833,0,6,1,$61295.00,0,1
5521,False,5.0,5.0,2.0,2.0,0.0,0,0,0,$0.00,0,0
5522,False,3.0,4.0,3.0,2.0,13.333,0,0,0,$0.00,0,0
5523,False,2.0,2.0,3.0,3.0,38.0,0,4,0,$0.00,0,0
5524,False,2.0,4.0,1.0,1.0,16.0,1,1,0,$0.00,0,0
5525,False,1.0,2.0,1.0,1.0,46.667,0,3,0,$0.00,0,0
5526,False,4.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,0,0
5527,False,1.0,1.0,3.0,2.0,135.667,5,10,0,$0.00,1,1
5528,False,1.0,1.0,2.0,1.0,120.833,0,7,1,$91488.00,0,1
5529,False,3.0,4.0,4.0,3.0,14.0,0,0,0,$0.00,0,0
5530,False,5.0,5.0,4.0,4.0,2.667,0,0,0,$0.00,0,0
5531,False,3.0,4.0,1.0,1.0,15.167,0,1,1,$16153.00,0,1
5532,False,1.0,1.0,3.0,2.0,53.5,1,4,1,$31200.00,1,2
5533,False,3.0,3.0,2.0,2.0,25.333,0,3,0,$0.00,0,0
5534,False,4.0,4.0,3.0,2.0,14.667,0,1,0,$0.00,0,0
5535,False,1.0,1.0,1.0,1.0,55.333,2,3,1,$2308.00,0,1
5536,False,1.0,1.0,3.0,2.0,178.333,0,9,1,$170626.00,1,2
5537,False,3.0,4.0,2.0,3.0,18.0,0,0,0,$0.00,0,0
5538,False,1.0,2.0,1.0,2.0,34.0,0,3,0,$0.00,0,0
5539,False,1.0,1.0,1.0,2.0,99.333,0,11,0,$0.00,0,0
5540,False,2.0,3.0,1.0,1.0,32.0,0,2,0,$0.00,0,0
5541,False,3.0,3.0,3.0,2.0,20.667,0,0,0,$0.00,0,0
5542,False,5.0,4.0,5.0,5.0,12.667,0,1,0,$0.00,0,0
5543,False,3.0,4.0,1.0,2.0,16.0,0,0,0,$0.00,0,0
5544,False,1.0,2.0,1.0,1.0,37.333,0,4,0,$0.00,0,0
5545,False,4.0,5.0,1.0,2.0,6.667,0,2,0,$0.00,0,0
5546,False,3.0,4.0,1.0,2.0,17.333,3,2,0,$0.00,0,0
5547,False,4.0,4.0,3.0,3.0,12.667,0,1,0,$0.00,0,0
5548,False,2.0,4.0,1.0,2.0,11.333,0,2,0,$0.00,0,0
5549,False,4.0,4.0,2.0,2.0,12.667,0,0,0,$0.00,0,0
5550,False,5.0,4.0,2.0,2.0,7.333,0,5,0,$0.00,0,0
5551,False,2.0,3.0,1.0,1.0,32.0,3,0,0,$0.00,0,0
5552,False,2.0,3.0,1.0,2.0,24.667,0,0,0,$0.00,0,0
